,SMILES,logLD50,sigma,n_obs,SMILES_CANON,scaffold
3693,CCOP(=S)(OCC)OC1=CC(=O)N(C)C(C)=C1,0.7759743311293691,0.001,1,CCOP(=S)(OCC)Oc1cc(C)n(C)c(=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6500>
3694,CCOP(=S)(OCC)OC1=CC(=O)N(CC)C(C)=C1,3.8494194137968996,0.001,1,CCOP(=S)(OCC)Oc1cc(C)n(CC)c(=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6570>
3696,CCOP(=S)(OCC)OC1=CC(C)=C(SC)C(C)=C1,2.574031267727719,0.001,1,CCOP(=S)(OCC)Oc1cc(C)c(SC)c(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6650>
3697,CCOP(=S)(OCC)OC1=CC(C)=C(SC)C=C1,1.146128035678238,0.001,1,CCOP(=S)(OCC)Oc1ccc(SC)c(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee66c0>
3698,CCOP(=S)(OCC)OC1=CC(C)=NC(=N1)N(CC)CC,2.214714632190894,0.06958659651265575,2,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6730>
3699,CCOP(=S)(OCC)OC1=CC(Cl)=C(I)C=C1Cl,2.146128035678238,0.001,1,CCOP(=S)(OCC)Oc1cc(Cl)c(I)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee67a0>
3700,CCOP(=S)(OCC)OC1=CC(Cl)=C(SC)C=C1Cl,0.9942125850031516,0.5834014744881914,4,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6810>
3701,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,2.6020599913279625,0.6852518057637168,11,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6880>
3702,CCOP(=S)(OCC)OC1=CC2=CC=CC=C2OC1=O,1.1139433523068367,0.001,1,CCOP(=S)(OCC)Oc1cc2ccccc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee68f0>
3703,CCOP(=S)(OCC)OC1=CC=C(C=C1)C#N,1.0,0.001,1,CCOP(=S)(OCC)Oc1ccc(C#N)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6960>
3704,CCOP(=S)(OCC)OC1=CC=C(C=C1)N=C=S,2.399673721481038,0.001,1,CCOP(=S)(OCC)Oc1ccc(N=C=S)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee69d0>
3705,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O,0.3424226808222063,0.14829722285098468,3,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6a40>
3706,CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,2.333446105533268,0.09891765862571933,2,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6ab0>
3707,CCOP(=S)(OCC)OC1=CC=C(N)C=C1,2.6532125137753435,0.001,1,CCOP(=S)(OCC)Oc1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6b20>
3708,CCOP(=S)(OCC)OC1=CC=C2C(C)=CC(=O)OC2=C1,1.167317334748176,0.001,1,CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6b90>
3709,CCOP(=S)(OCC)OC1=CC=CC=C1[N+]([O-])=O,1.3979400086720377,0.001,1,CCOP(=S)(OCC)Oc1ccccc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6c00>
3710,CCOP(=S)(OCC)OC1=CN=C(F)C=C1,1.0791812460476249,0.001,1,CCOP(=S)(OCC)Oc1ccc(F)nc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6c70>
3711,CCOP(=S)(OCC)OC1=CN=C2C=CC=CC2=N1,1.414973347970818,0.001,1,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6ce0>
3712,CCOP(=S)(OCC)OC1=CN=CC=N1,0.8116246451989503,0.2685566008486746,2,CCOP(=S)(OCC)Oc1cnccn1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6d50>
3713,CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)N(C)C,2.0969100130080562,0.001,1,CCOP(=S)(OCC)Oc1cc(C)nc(N(C)C)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6dc0>
3714,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,2.319169737205339,0.4518313068626846,12,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6e30>
3715,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,1.8260264241240525,0.057200899782172666,4,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6ea0>
3716,CCOP(=S)(OCC)OC1=NNC(C)=C1,1.0791812460476249,0.001,1,CCOP(=S)(OCC)Oc1cc(C)[nH]n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6f10>
3717,CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1,2.255272505103306,0.13881513340685203,3,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6f80>
3718,CCOP(=S)(OCC)OCCS(=O)(=O)CC,1.954242509439325,0.001,1,CCOP(=S)(OCC)OCCS(=O)(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee6ff0>
3719,CCOP(=S)(OCC)OCCSCC,0.8750612633917001,0.001,1,CCOP(=S)(OCC)OCCSCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7060>
3720,CCOP(=S)(OCC)ON1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O,2.6989700043360187,0.001,1,CCOP(=S)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee70d0>
3721,CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1,2.4771212547196626,0.001,1,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7140>
3722,CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1Cl,3.6989700043360187,1.001,1,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee71b0>
3723,CCOP(=S)(OCC)OP(=S)(OCC)OCC,0.6989700043360189,0.8755132012100342,3,CCOP(=S)(OCC)OP(=S)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7220>
3724,CCOP(=S)(OCC)SC(=CC(=O)OC)C(=O)OC,1.9030899869919435,0.001,1,CCOP(=S)(OCC)SC(=CC(=O)OC)C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7290>
3725,CCOP(=S)(OCC)SC(=O)CN(C)C(O)=N,1.2041199826559248,0.001,1,CCOP(=S)(OCC)SC(=O)CN(C)C(=N)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7300>
3727,CCOP(=S)(OCC)SC(C(=O)OCCF)C1=CC=CC=C1,0.6989700043360189,0.001,1,CCOP(=S)(OCC)SC(C(=O)OCCF)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee73e0>
3728,CCOP(=S)(OCC)SC(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,4.0,0.001,1,CCOP(=S)(OCC)SC(c1ccccc1)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7450>
3729,CCOP(=S)(OCC)SC(CBr)N1C(=O)C2=CC=CC=C2C1=O,1.255272505103306,0.001,1,CCOP(=S)(OCC)SC(CBr)N1C(=O)c2ccccc2C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee74c0>
3730,CCOP(=S)(OCC)SC(CC(=O)OCSC)C(=O)OCSC,0.568201724066995,0.001,1,CCOP(=S)(OCC)SC(CC(=O)OCSC)C(=O)OCSC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7530>
3731,CCOP(=S)(OCC)SC1(Cl)OCCCC1(Cl)Cl,1.3979400086720377,0.001,1,CCOP(=S)(OCC)SC1(Cl)OCCCC1(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee75a0>
3732,CCOP(=S)(OCC)SC1=CC=C(C)C=C1,2.499687082618404,0.001,1,CCOP(=S)(OCC)Sc1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7610>
3733,CCOP(=S)(OCC)SC1=NC(C)=CC(C)=N1,1.7708520116421442,0.001,1,CCOP(=S)(OCC)Sc1nc(C)cc(C)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7680>
3734,CCOP(=S)(OCC)SC1CCC2SC1CC=C2,2.146128035678238,0.001,1,CCOP(=S)(OCC)SC1CCC2C=CCC1S2,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee76f0>
3735,CCOP(=S)(OCC)SC1CCOC1=O,3.0,0.001,1,CCOP(=S)(OCC)SC1CCOC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7760>
3736,CCOP(=S)(OCC)SC1CCSC2=C1C=C(Cl)C=C2,1.7993405494535817,0.001,1,CCOP(=S)(OCC)SC1CCSc2ccc(Cl)cc21,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee77d0>
3737,CCOP(=S)(OCC)SC1COCCS1,0.47712125471966244,0.001,1,CCOP(=S)(OCC)SC1COCCS1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7840>
3738,CCOP(=S)(OCC)SCC,1.9030899869919435,0.001,1,CCOP(=S)(OCC)SCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee78b0>
3739,CCOP(=S)(OCC)SCC(=O)N(CC=C)CC=C,1.6812412373755872,0.001,1,C=CCN(CC=C)C(=O)CSP(=S)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7920>
3740,CCOP(=S)(OCC)SCC(=O)N(CCC#N)C1=CC=CC=C1,1.1760912590556813,0.001,1,CCOP(=S)(OCC)SCC(=O)N(CCC#N)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7990>
3741,CCOP(=S)(OCC)SCC(=O)NC(C)C,0.9030899869919435,0.001,1,CCOP(=S)(OCC)SCC(=O)NC(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7a00>
3742,CCOP(=S)(OCC)SCC(=O)OC,3.0,0.001,1,CCOP(=S)(OCC)SCC(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7a70>
3743,CCOP(=S)(OCC)SCC(N)=O,1.0,0.001,1,CCOP(=S)(OCC)SCC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7ae0>
3744,CCOP(=S)(OCC)SCC1=CC(=CC=C1)[N+]([O-])=O,2.3979400086720375,0.001,1,CCOP(=S)(OCC)SCc1cccc([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7b50>
3746,CCOP(=S)(OCC)SCCS(=O)(=O)CC,0.8750612633917001,0.001,1,CCOP(=S)(OCC)SCCS(=O)(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7c30>
3747,CCOP(=S)(OCC)SCCS(=O)CC,0.5440680443502757,0.001,1,CCOP(=S)(OCC)SCCS(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7ca0>
3748,CCOP(=S)(OCC)SCCSCC,0.414973347970818,0.5798507826890428,7,CCOP(=S)(OCC)SCCSCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7d10>
3749,CCOP(=S)(OCC)SCCSCC(=O)NC,1.255272505103306,0.001,1,CCOP(=S)(OCC)SCCSCC(=O)NC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7d80>
3750,CCOP(=S)(OCC)SCCl,0.8450980400142568,0.001,1,CCOP(=S)(OCC)SCCl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7df0>
3751,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2C1=O,1.6334684555795864,0.001,1,CCOP(=S)(OCC)SCN1C(=O)c2ccccc2C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7e60>
3753,CCOP(=S)(OCC)SCN1C(=O)OC2=CC=CC=C12,1.9084850188786497,0.001,1,CCOP(=S)(OCC)SCn1c(=O)oc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee7f40>
3754,CCOP(=S)(OCC)SCN1N=C(C)C=CC1=O,1.6532125137753437,0.001,1,CCOP(=S)(OCC)SCn1nc(C)ccc1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8040>
3755,CCOP(=S)(OCC)SCN1N=C(C=CC1=O)C1=CC=CC=C1,2.7442929831226763,0.001,1,CCOP(=S)(OCC)SCn1nc(-c2ccccc2)ccc1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee80b0>
3757,CCOP(=S)(OCC)SCN1N=C(Cl)C(C)=CC1=O,1.954242509439325,0.001,1,CCOP(=S)(OCC)SCn1nc(Cl)c(C)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8190>
3759,CCOP(=S)(OCC)SCN1N=CC=CC1=O,0.3979400086720376,0.001,1,CCOP(=S)(OCC)SCn1ncccc1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8270>
3760,CCOP(=S)(OCC)SCS(=O)CC,0.3010299956639812,0.001,1,CCOP(=S)(OCC)SCS(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee82e0>
3761,CCOP(=S)(OCC)SCSC(=S)N(C)C,2.1760912590556813,0.001,1,CCOP(=S)(OCC)SCSC(=S)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8350>
3762,CCOP(=S)(OCC)SCSC(C)C,0.04139268515822508,0.001,1,CCOP(=S)(OCC)SCSC(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee83c0>
3763,CCOP(=S)(OCC)SCSC1=C(Cl)C=CC(Cl)=C1,1.6434526764861874,0.001,1,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8430>
3764,CCOP(=S)(OCC)SCSC1=CC(Cl)=C(Cl)C=C1,1.9493900066449128,0.001,1,CCOP(=S)(OCC)SCSc1ccc(Cl)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee84a0>
3765,CCOP(=S)(OCC)SCSCC,0.146128035678238,0.20749158364877854,5,CCOP(=S)(OCC)SCSCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8510>
3766,CCOP(=S)(OCC)SCSCC1=CC=CC=C1,0.7781512503836436,0.001,1,CCOP(=S)(OCC)SCSCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8580>
3767,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,1.5297438421372234,0.4482623390812414,4,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee85f0>
3768,CCOP(=S)(OCC)SSSP(=S)(OCC)OCC,3.3979400086720375,1.001,1,CCOP(=S)(OCC)SSSP(=S)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8660>
3769,CCOP(=S)OCC,2.3010299956639813,0.001,1,CCO[PH](=S)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee86d0>
3770,CCOP(C)(=S)NOC1=CC=CC2=CC=CC=C12,2.3979400086720375,0.001,1,CCOP(C)(=S)NOc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8740>
3772,CCOP(C1=CC=CC=C1)C1=CC=CC=C1,2.658964842664435,0.1371798071598296,3,CCOP(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8820>
3773,CCOP(Cl)(=S)OC,2.845098040014257,0.001,1,CCOP(=S)(Cl)OC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8890>
3776,CCOP(Cl)(Cl)=S,2.9542425094393248,0.001,1,CCOP(=S)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee89e0>
3777,CCOP(N)(=O)SC,0.6989700043360189,0.001,1,CCOP(N)(=O)SC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8a50>
3778,CCOP(O)(=O)C(N)=O,4.005395031886706,0.001,1,CCOP(=O)(O)C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8ac0>
3779,CCOP(O)(=O)CC,3.3246939138617746,0.001,1,CCOP(=O)(O)CC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8b30>
3780,CCOP(O)(=O)CCCl,3.0969100130080562,0.001,1,CCOP(=O)(O)CCCl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8ba0>
3781,CCOP(O)(=S)CC,2.7781512503836434,0.001,1,CCOP(O)(=S)CC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8c10>
3782,CCOP(O)(O)=O,3.2041199826559246,0.001,1,CCOP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8c80>
3784,CCOP(OC1=C(C=C(C=C1C)C(C)(C)C)C(C)(C)C)OC1=C(C=C(C=C1C)C(C)(C)C)C(C)(C)C,3.3010299956639813,1.001,1,CCOP(Oc1c(C)cc(C(C)(C)C)cc1C(C)(C)C)Oc1c(C)cc(C(C)(C)C)cc1C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8d60>
3785,CCOP(OCC)OCC,3.3287573881346013,0.06493956512506471,2,CCOP(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8dd0>
3788,CCOS(=O)(=O)OCC,2.9444826721501687,0.001,1,CCOS(=O)(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8f20>
3789,CCO[C@@H]1O[C@H](C(COCC2=CC=CC=C2)OCC2=CC=CC=C2)[C@H](OCC2=CC=CC=C2)[C@H]1O,4.301029995663981,1.001,1,CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee8f90>
3791,CCO[Si](C)(C)C1=CC=CC=C1,3.3909351071033793,0.001,1,CCO[Si](C)(C)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9070>
3792,CCO[Si](C)(C)CCl,3.1903316981702914,0.001,1,CCO[Si](C)(C)CCl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee90e0>
3793,CCO[Si](C)(C)OCC,3.967547976218862,0.001,1,CCO[Si](C)(C)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9150>
3794,CCO[Si](C)(CCCC#N)OCC,3.571708831808688,0.001,1,CCO[Si](C)(CCCC#N)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee91c0>
3795,CCO[Si](C)(OCC)OCC,3.3025473724874854,1.001,1,CCO[Si](C)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9230>
3796,CCO[Si](CC(C)C)(OCC)OCC,3.5,1.1999700043360186,2,CCO[Si](CC(C)C)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee92a0>
3798,CCO[Si](CC)(OCC)OCC,4.146128035678238,0.001,1,CCO[Si](CC)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9380>
3799,CCO[Si](CCCC#N)(OCC)OCC,3.69196510276736,0.001,1,CCO[Si](CCCC#N)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee93f0>
3800,CCO[Si](CCCN)(OCC)OCC,3.250420002308894,0.7546562887867204,7,CCO[Si](CCCN)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9460>
3801,CCO[Si](CCCNC=O)(OCC)OCC,3.3010299956639813,1.001,1,CCO[Si](CCCNC=O)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee94d0>
3802,CCO[Si](CCCOCC1CO1)(OCC)OCC,3.3010299956639813,1.001,1,CCO[Si](CCCOCC1CO1)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9540>
3803,CCO[Si](CCCS)(OCC)OCC,3.7858990283843834,0.001,1,CCO[Si](CCCS)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee95b0>
3804,CCO[Si](CCCSC#N)(OCC)OCC,3.153204900084284,0.094996043595302,3,CCO[Si](CCCSC#N)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9620>
3805,CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,3.3167342277897935,1.016704232125812,2,CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9690>
3806,CCO[Si](CCl)(OCC)OCC,3.340620618687794,0.5405906230238123,2,CCO[Si](CCl)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9700>
3807,CCO[Si](CN(CC)CC)(OCC)OCC,3.4771212547196626,1.001,1,CCO[Si](CN(CC)CC)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9770>
3808,CCO[Si](CNCCCCCCN)(OCC)OCC,2.6989700043360187,0.001,1,CCO[Si](CNCCCCCCN)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee97e0>
3810,CCO[Si](OCC)(OCC)N(CC)CC,2.8494850021680094,1.1515149978319905,2,CCO[Si](OCC)(OCC)N(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee98c0>
3811,CCO[Si](OCC)(OCC)OCC,3.597603774751377,0.7006637660793394,2,CCO[Si](OCC)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9930>
3812,CCP(=O)(OC)OC1=CC=C(C)C=C1,2.6766936096248664,0.001,1,CCP(=O)(OC)Oc1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee99a0>
3813,CCP(=O)(OC)OC1=CC=C(C=C1)N(=O)=O,0.17609125905568124,0.001,1,CCP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9a10>
3814,CCP(=O)(OC)OC1=CC=C(C=C1)S(C)(=O)=O,-0.09691001300805639,0.001,1,CCP(=O)(OC)Oc1ccc(S(C)(=O)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9a80>
3815,CCP(=O)(OC)OC1=CC=C(Cl)C=C1,1.9912260756924949,0.001,1,CCP(=O)(OC)Oc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9af0>
3816,CCP(=O)(OC)SC,0.919078092376074,0.001,1,CCP(=O)(OC)SC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9b60>
3817,CCP(=S)(OC(C)C)OC1=CC=C(C=C1Cl)[N+]([O-])=O,1.505149978319906,0.001,1,CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9bd0>
3818,CCP(=S)(OC)OC1=C(Cl)C=C(Br)C(Cl)=C1,1.9030899869919435,0.001,1,CCP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9c40>
3819,CCP(=S)(OC)SC1=CC=C(C=C1)C(C)(C)C,2.255272505103306,0.001,1,CCP(=S)(OC)Sc1ccc(C(C)(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9cb0>
3820,CCP(=S)(OC)SC1=CC=C(Cl)C(C)=C1,1.9493900066449128,0.001,1,CCP(=S)(OC)Sc1ccc(Cl)c(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9d20>
3821,CCP(=S)(OC)SCSCSP(=S)(CC)OC,0.5910646070264992,0.001,1,CCP(=S)(OC)SCSCSP(=S)(CC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9d90>
3822,CCP(=S)(OCC(C)C)SC1=CC=C(Cl)C=C1,1.7634279935629373,0.001,1,CCP(=S)(OCC(C)C)Sc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9e00>
3824,CCP(=S)(OCCCl)OC1=CC=C(C=C1)C#N,0.3010299956639812,0.001,1,CCP(=S)(OCCCl)Oc1ccc(C#N)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9ee0>
3825,CCP(C1=CC=CC=C1)C1=CC=CC=C1,2.6989700043360187,0.001,1,CCP(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9f50>
3826,CCS,2.833784374656479,0.001,1,CCS,<rdkit.Chem.rdchem.Mol object at 0x7f64d8ee9fc0>
3827,CCS(=O)(=O)C1=C(N)C=C(OC)C(=C1)C(O)=O,3.3010299956639813,0.001,1,CCS(=O)(=O)c1cc(C(=O)O)c(OC)cc1N,<rdkit.Chem.rdchem.Mol object at 0x7f64d8eea030>
3828,CCS(=O)(=O)C1=C(N2C=CC=CC2=N1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,3.6989700043360187,1.001,6,CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8eea0a0>
3831,CCS(=O)(=O)CC1=CC=CC=C1OC(=O)NC,2.7041505168397992,0.001,1,CCS(=O)(=O)Cc1ccccc1OC(=O)NC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8eea1f0>
3832,CCS(=O)(=O)CCC(=O)NNC(=O)N1CC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,3.4771212547196626,1.001,1,CCS(=O)(=O)CCC(=O)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21,<rdkit.Chem.rdchem.Mol object at 0x7f64d8eea260>
3833,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,3.3669996432691933,0.5669696476052123,2,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8eea2d0>
3834,CCS(=O)(=O)CCO,4.2552725051033065,0.001,1,CCS(=O)(=O)CCO,<rdkit.Chem.rdchem.Mol object at 0x7f64d8eea340>
3835,CCS(=O)(=O)CCOP(=S)(OC)OC,2.6989700043360187,0.001,1,CCS(=O)(=O)CCOP(=S)(OC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f64d8eea3b0>
